date,ALTQ_PaymentCards_Total,ALTQ_PaymentCards_Settlement,ALTQ_PaymentCards_Debit,ALTQ_PaymentCards_Credit,ALTQ_PaymentCards_Credit_Share,ALTQ_CardTxn_CashWithdrawal_Volume_Mln_AMD,ALTQ_CardTxn_Purchases_Volume_Mln_AMD,ALTQ_CardTxn_CardToCard_Volume_Mln_AMD,ALTQ_CardTxn_Noncash_Volume_Mln_AMD,ALTQ_CardTxn_Noncash_Share,ALTQ_CardTxn_CashWithdrawal_Number,ALTQ_CardTxn_Purchases_Number,ALTQ_CardTxn_CardToCard_Number,ALTQ_CardTxn_Noncash_Number,ALTQ_EMoney_ActiveAccounts,ALTQ_EMoney_Deposits_Volume_Mln_AMD,ALTQ_EMoney_Deposits_Number,ALTQ_EMoney_Transactions_Volume_Mln_AMD,ALTQ_EMoney_Transactions_Number,ALTQ_EMoney_GoodsServices_Volume_Mln_AMD,ALTQ_EMoney_GoodsServices_Number,ALTQ_PaymentCards_Total_YoY,ALTQ_PaymentCards_Total_QoQ,ALTQ_PaymentCards_Settlement_YoY,ALTQ_PaymentCards_Settlement_QoQ,ALTQ_PaymentCards_Debit_YoY,ALTQ_PaymentCards_Debit_QoQ,ALTQ_PaymentCards_Credit_YoY,ALTQ_PaymentCards_Credit_QoQ,ALTQ_PaymentCards_Credit_Share_YoY,ALTQ_PaymentCards_Credit_Share_QoQ,ALTQ_CardTxn_CashWithdrawal_Volume_Mln_AMD_YoY,ALTQ_CardTxn_CashWithdrawal_Volume_Mln_AMD_QoQ,ALTQ_CardTxn_Purchases_Volume_Mln_AMD_YoY,ALTQ_CardTxn_Purchases_Volume_Mln_AMD_QoQ,ALTQ_CardTxn_CardToCard_Volume_Mln_AMD_YoY,ALTQ_CardTxn_CardToCard_Volume_Mln_AMD_QoQ,ALTQ_CardTxn_Noncash_Volume_Mln_AMD_YoY,ALTQ_CardTxn_Noncash_Volume_Mln_AMD_QoQ,ALTQ_CardTxn_Noncash_Share_YoY,ALTQ_CardTxn_Noncash_Share_QoQ,ALTQ_CardTxn_CashWithdrawal_Number_YoY,ALTQ_CardTxn_CashWithdrawal_Number_QoQ,ALTQ_CardTxn_Purchases_Number_YoY,ALTQ_CardTxn_Purchases_Number_QoQ,ALTQ_CardTxn_CardToCard_Number_YoY,ALTQ_CardTxn_CardToCard_Number_QoQ,ALTQ_CardTxn_Noncash_Number_YoY,ALTQ_CardTxn_Noncash_Number_QoQ,ALTQ_EMoney_ActiveAccounts_YoY,ALTQ_EMoney_ActiveAccounts_QoQ,ALTQ_EMoney_Deposits_Volume_Mln_AMD_YoY,ALTQ_EMoney_Deposits_Volume_Mln_AMD_QoQ,ALTQ_EMoney_Deposits_Number_YoY,ALTQ_EMoney_Deposits_Number_QoQ,ALTQ_EMoney_Transactions_Volume_Mln_AMD_YoY,ALTQ_EMoney_Transactions_Volume_Mln_AMD_QoQ,ALTQ_EMoney_Transactions_Number_YoY,ALTQ_EMoney_Transactions_Number_QoQ,ALTQ_EMoney_GoodsServices_Volume_Mln_AMD_YoY,ALTQ_EMoney_GoodsServices_Volume_Mln_AMD_QoQ,ALTQ_EMoney_GoodsServices_Number_YoY,ALTQ_EMoney_GoodsServices_Number_QoQ
2019-07-01,,,,,,,,,,,,,,,359786.0,27352.3370378168,2231325.0,20209.08517957,3617708.0,645.82,85549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.76729496354534,28.0614206187622,65.65753718772032,9.53042305988776,76.47665959597398,9.731808491542626,60.898040110546624,10.622814048683038,61.124022065707216,10.449628553380808,-8.005469929631627,-2.845056353537956,4.955220218378109,1.3001622242483801
2019-10-01,,,,,,,,,,,,,,,430791.0,35651.71216222,2803402.0,24466.40430938,4330698.0,881.967,102101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.4188454886872,19.735342675924027,86.15199026977625,30.342471697861306,84.41590051521163,25.63844352570781,74.3905281846021,21.066362440363484,68.22994297807574,19.708334669354176,6.110356493607272,36.565451673841,13.896077818928209,19.347976013746514
2020-01-01,2460333.0,1073860.0,1140200.0,246273.0,0.10009742583625875,394929.50658165925,32707.776988482394,24449.20118688,158107.00922061558,0.2858889145705941,7369039.0,3773130.0,721425.0,9362073.0,333440.0,43369.32707622,3562021.0,33461.76794384,5667030.0,823.561,105185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.07539064266423,-22.59819726967369,83.69573080100687,21.64724902659325,90.10991298333107,27.06065701601126,90.9110664248711,36.766185667140846,89.61496354272623,30.857196692080578,18.237013555691473,-6.622243235858027,28.498479054937278,3.0205384864007145
2020-04-01,2445827.0,1084709.0,1143642.0,217476.0,0.08891716380594375,405293.6955750716,35268.22540051137,30236.316530089993,164638.99012015958,0.28887444825054215,7583371.0,4592471.0,965187.0,11029705.0,388782.0,52328.59041466,4502666.0,40092.98891046,7125726.0,1014.521,133192.0,,-0.5895949857194105,,1.0102806697334765,,0.30187686370812816,,-11.693121048592413,,-11.16938016828113,,2.62431366122029,,7.828255686501118,,23.669956735909594,,4.1313670606655695,,1.0442985116902115,,2.90854750531242,,21.71515426184627,,33.78895935128392,,17.812636154407247,38.38219172231161,16.597288867562376,109.5459937599094,20.658063987699027,121.431518588005,26.407620842212886,119.46561249498862,19.817306060305604,117.55039098599669,25.74004372660812,52.62105630539826,23.187110608685924,57.715124746894645,26.626420116936835
2020-07-01,2490281.0,1105186.0,1160721.0,224374.0,0.09009987226341123,485558.1241704647,47158.48029253549,31279.40852768,202560.0628260292,0.29436812840271764,8789409.0,5925275.0,1005151.0,13698180.0,472515.0,66461.17808099,5496707.0,51027.29456854,8621010.0,1104.459,172425.0,,1.8175447404906508,,1.8877874157953833,,1.4933869165350666,,3.1718442494804044,,1.3301239117890384,,19.80401606827509,,33.71378842285531,,3.449798511508373,,23.032862797684462,,1.901753576837928,,15.903718807902179,,29.021500625698017,,4.140544785621847,,24.19353010801286,31.332236384962165,21.537262527586144,142.9817166595384,27.007392238814653,146.34273357758283,22.076720769428594,152.49680584317144,27.272363461102067,138.3003271684724,20.984303915137904,71.01653711560496,8.865070313970836,101.55115781598849,29.455973331731645
2020-10-01,2496595.0,1086804.0,1165424.0,244367.0,0.09788011271351581,500327.6444769513,50772.0851819817,34141.51427621,216859.44731010974,0.302375000600955,8496940.0,6254250.0,1003757.0,14405899.0,535246.0,78229.99547827341,6311836.0,59636.88063708,9720141.0,1303.694,186196.0,,0.2535456842019057,,-1.6632494439849932,,0.40517919465572483,,8.910568960753018,,8.635129278939125,,3.041761546409938,,7.662683078483767,,9.150127458443613,,7.059330592902557,,2.720020078832497,,-3.3275161048939683,,5.552062984418438,,-0.138685630318236,,5.166518471796988,24.247256790415772,13.275980656698728,119.42843901105395,17.70780738033544,125.149158058673,14.82940604256331,143.75008228821036,16.872511351695472,124.44744473061849,12.749445830592943,47.816641665731254,18.039148578625365,82.36452140527517,7.986660867043649
2021-01-01,2547513.0,1022672.0,1288169.0,236672.0,0.09290315692206477,434922.66377565346,54983.118885602904,55611.7997700742,178472.6303657177,0.29095859076575264,8255379.0,7276808.0,1742346.0,15443293.0,583113.0,99747.93869049402,7908387.0,76711.20428255001,14789146.0,1793.332,281102.0,3.543422780574823,2.0394977959981464,-4.766729368819023,-5.900972024394468,12.977460094720229,10.532218317110331,-3.8985191230869853,-3.1489521907622553,-7.187266659546765,-5.084746690084052,10.126657169821996,-13.072429921331452,68.10411451981122,8.293994009754858,127.45855516914295,62.88615472695896,12.880909736699152,-17.701242634589388,1.7733028238514192,-3.7755799297272685,12.027891289488357,-2.8429175679715257,92.858661111597,16.349810129112207,141.5145025470423,73.58245073259764,64.95591307608903,7.201175018650341,74.87793905950096,8.942990699603538,129.99651001084405,27.50600083851049,122.01966243320857,25.29455771664537,129.25030264777692,28.63047742113767,160.96819674503223,52.149500711975264,117.75339045923738,37.55773977635857,167.2453296572705,50.97101978560228
2021-04-01,2576937.0,853934.0,1488401.0,234602.0,0.09103909020670664,527314.9627762588,61748.498677604526,47118.00803290761,186460.85305329863,0.2612316765546223,9804164.0,8542414.0,1629459.0,17721583.0,646968.0,118905.23795827827,10137996.0,88772.54233419,14618173.0,2646.066,435390.0,5.360559025638367,1.155008826255255,-21.275291345420754,-16.49971838478026,30.145709933703024,15.54392319641289,7.87489194209936,-0.8746281773931885,2.386408101583015,-2.006462188278346,30.106875219968842,21.24338570874389,75.08252251532113,12.304467133044184,55.83250025186639,-15.273362437978976,13.254371225924455,4.475881075553079,-9.569130071326049,-10.216888297710758,29.285036957838418,18.76091939570552,86.00910054739595,17.392323667190347,68.82313997183967,-6.479023110220361,60.67141414933581,14.752617851646011,66.40893868543296,10.950707667296044,127.22805452249797,19.205709430474617,125.1554079294356,28.19296779482339,121.41662357088529,15.723046150096298,105.14643700866411,-1.1560708103091288,160.81924376134157,47.55025840167908,226.88900234248302,54.88683822953946
2021-07-01,2621025.0,851682.0,1536610.0,232733.0,0.08879465094762545,561468.6009503268,77195.87470834533,58491.43766681171,218257.93658938567,0.2799160039852684,10018429.0,10366049.0,1944137.0,19867940.0,759980.0,148216.03017811623,12638412.0,106535.34007753,17614730.0,3120.095,532032.0,5.250170563081036,1.7108683681440473,-22.937677458816886,-0.26372061541055647,32.38409574738459,3.2389792804492945,3.7254762138215547,-0.7966684000988877,-1.4486383642919098,-2.4653577424654904,15.633653933717762,6.476895325376808,63.694576732499876,25.016601798520167,86.99662308208624,24.138180090212646,7.74973780336885,17.0529540197899,-4.909541157145137,7.1523973191433665,13.982965180025197,2.18544895821815,74.94629363194115,21.348005376466194,93.41740693686819,19.311808397756547,45.04072803832333,12.111542179950852,60.83722209876936,17.46794277305832,123.01143984763448,24.65054754789069,129.9269726401644,24.663809297222052,108.78108662890496,20.00933765811368,104.3232753470881,20.498847564603317,182.49984834203894,17.91448134702611,208.55850369725965,22.196651278164413
2021-10-01,2702657.0,840836.0,1747868.0,113953.0,0.04216332298179162,623945.4445830535,88977.734286543,70510.93255108272,264533.26366961334,0.29773731346906407,10624385.0,11656105.0,2418623.0,23393216.0,897719.0,174631.04942468033,15317766.0,131440.86461302,21524513.0,4719.788,707646.0,8.253721568776683,3.1145067292376094,-22.632231754759825,-1.2734800077963349,49.97700407748595,13.748316098424462,-53.36808979935916,-51.03702526070648,-56.92350385292365,-52.51592012376827,24.70736955487114,11.127397601037714,75.249320502834,15.262291699797226,106.52549849030902,20.549152771279754,21.983739676016924,21.2021279974284,-1.533753492409684,6.366663295441155,25.037778306072546,6.0484133789838745,86.37094775552625,12.445011595063837,140.95702445910715,24.405996079494408,62.38636686263037,17.743540598572373,67.72082369602015,18.124029579725786,123.22773810357704,17.82197189792514,142.68320659789006,21.200084314390132,120.40197811971902,23.37771158130746,121.44239471423303,22.196099514440483,262.03188785098337,51.270650412888074,280.0543513287074,33.00816492241068
2022-01-01,2730848.0,870874.0,1758832.0,101142.0,0.037036847162493114,509734.1380530923,85010.36139000657,62893.90956214654,249141.0594532529,0.32830307311653806,9465312.0,11722280.0,2476764.0,23811233.0,1001676.0,188494.08282873544,17439996.0,148501.0092692,24728445.0,4563.55,788281.0,7.196626670796191,1.0430846385612424,-14.843273307570758,3.572396995371263,36.537364274408105,0.627278490137706,-57.26490670632774,-11.242354303967428,-60.13391967555759,-12.158614304456972,17.20109815110231,-18.304694348122375,54.61174832020337,-4.458837852355224,13.09454076685177,-10.80261274862293,39.5962276920135,-5.818627118132258,12.834981862024142,10.266015801425542,14.656298638742093,-10.909553823586027,61.09096186129963,0.5677282419813467,42.151099724165,2.4038884935767113,54.184946176958505,1.7869154886613225,71.78076976503695,11.580126966233317,88.97040410389847,7.938469962659389,120.52532330549832,13.854696566065838,93.58451044807867,12.979330824099033,67.20671362633111,14.885038281702357,154.47323752657064,-3.3102758005232324,180.42525488968417,11.394821704637636
2022-04-01,2798236.0,892315.0,1806496.0,99425.0,0.03553131329880682,595775.8595962845,96731.51827289871,76908.62262252263,282942.26779069164,0.3219943449124813,10750705.0,12928415.0,2717699.0,26750282.0,1006064.0,181271.35911887113,16427751.0,142080.29193677998,22911737.0,6124.296340749999,1170570.0,8.587675988974496,2.4676583976845246,4.494609653673476,2.4620094296075035,21.371592736097323,2.709980259626854,-57.61971338692764,-1.6976132566095203,-60.97136601636501,-4.064962271440143,12.982923234263266,16.879725158653258,56.65404073699711,13.787915603744306,63.225539094965576,22.28310047497988,51.74352318865259,13.567096652641863,23.26006905412705,-1.9216171643380742,9.654479464031818,13.580038354784296,51.34381218236437,10.289252602735989,66.78535636674503,9.727814196265783,50.94747461330063,12.343119736806575,55.504445351238395,0.43806580171632525,52.45027236098381,-3.8318039492129974,62.041403448965646,-5.804158441320739,60.04981743331117,-4.32368598975692,56.73461382622848,-7.346632592546765,131.44911505419742,34.20026822868159,168.85550885413076,48.49653867085468
2022-07-01,3047922.0,1010201.0,1972657.0,65064.0,0.02134700297448557,666698.051423146,123288.6561692704,93077.19161048353,349785.7079837778,0.34411342507613035,10930873.0,15364066.0,2714088.0,30865889.0,965101.0,162322.67175547002,15568751.0,117178.36700003,19635453.0,6043.454334149999,1073214.0,16.287406644347158,8.922978619387356,18.612463337254994,13.211253873351891,28.377206968586698,9.197972206968629,-72.04350049198007,-34.55971838068896,-75.95913408446545,-39.92059118399538,18.741822836523838,11.904173471365652,59.70886609558963,27.45448264489012,59.12960139684842,21.023090047156746,60.26253773389178,23.624409571260685,22.934530422290745,6.869400196969622,9.10765550167596,1.6758714893581494,48.21525539769298,18.839517450515018,39.603741917364886,-0.13286975489191777,55.35525575374196,15.38528453643966,26.990315534619324,-4.07160975842491,9.517622055051245,-10.453216357789463,23.18597463035703,-5.2289567817286775,9.990137464952632,-17.52665665117744,11.471779584472763,-14.299588023378584,93.69456167680792,-1.3200211436878218,101.71982136412848,-8.316973782003634
2022-10-01,3183489.0,1061999.0,2057248.0,64242.0,0.020179746184139476,748431.1565272504,172567.11286137614,111864.90921842639,458531.26397113106,0.37990517035467714,11627031.0,21602512.0,3530658.0,40894758.0,930215.0,175440.46921574997,16982228.0,125786.45226138002,18995846.0,7260.14637316,1214694.0,17.791084847244765,4.44785004340662,26.3027510715526,5.127494429326451,17.700421313279957,4.288175795386628,-43.624125736049066,-1.2633714496495752,-52.13909920512154,-5.468012496841945,19.95137764446433,12.25938862872562,93.94415270863468,39.96998444402573,58.64902813104074,20.185092913597046,73.33595692669105,31.08919361347853,27.597433431584516,10.401147607254302,9.437214483473632,6.36873193934282,85.33216713473325,40.60413434829036,45.97802137828011,30.08634944777031,74.81460437077143,32.491754894861444,3.6198409524583974,-3.6147512022057793,0.4635027927371693,8.081309479701758,10.866219003476086,9.078936389951897,-4.301867891912725,7.346138610506325,-11.747847674881196,-3.2574089327096267,53.82356947303566,20.132394020664446,71.65277554031253,13.182832128540989
2023-01-01,3364910.0,1097401.0,2204080.0,63429.0,0.01885013269299922,615159.8844923882,222363.58959143463,120840.6873280602,527160.656556623,0.461482252671849,10507376.0,33695876.0,4873815.0,57618890.0,820606.0,143314.31107607,14556927.0,81852.77400815001,10086681.0,5899.218101889999,1262200.0,23.218502091657967,5.6988103304267845,26.011455158840423,3.3335247961627124,25.314981760622967,7.137301871237689,-37.2871803998339,-1.2655272251797856,-49.1043808067751,-6.588851410754037,20.682496730936073,-17.806750944635453,161.5723377192638,28.856295909673246,92.13416397442342,8.023765604732924,111.59123980346396,14.967222080153043,40.565925347898336,21.473011867938506,11.009293724285051,-9.629758448222937,187.45155379328935,55.98128588008653,96.78156659253767,38.042682128940264,141.981967082511,40.89553971685076,-18.076703445026133,-11.783189907709513,-23.968801075689726,-18.311714670674096,-16.531362736551092,-14.281406420877163,-44.880661477681436,-34.92719403671335,-59.210209133651546,-46.900596056632594,29.26818161058822,-18.745190541904357,60.12056614329153,3.910943826181734
2023-04-01,3460428.0,1132518.0,2264671.0,63239.0,0.01827490703462115,719200.7523503794,257925.3821939263,122195.44264054431,596913.6637686985,0.4535423793387669,11902009.0,40798087.0,5322320.0,68564909.0,675033.0,157922.50237653003,16120177.726220205,84658.25254714,11244324.0,7088.93323729,1358033.0,23.664622998203157,2.8386494735371803,26.919081266144794,3.2000153088980188,25.362635732379157,2.749038147435656,-36.39527281870757,-0.2995475255797797,-48.56675608656762,-3.0515735233614727,20.716665632899467,16.912817379800792,166.64047747732843,15.992632907137372,58.88393066183903,1.1211085789393005,110.96659344310807,13.231831007210815,40.85414433661578,-1.7205154233153164,10.709102333288833,13.272895154794128,215.5691320243046,21.077389411095893,95.83920073562231,9.20233944045885,156.31471473833437,18.997275025603578,-32.90357273493535,-17.739694810908034,-12.880609962785005,10.193114135479542,-1.8722786447140205,10.738878653579874,-40.41520369003075,3.4274691028927773,-50.92330188671421,11.476946678496125,15.750983343530823,20.167335990151614,16.014676610540167,7.592536840437325
2023-07-01,3578450.0,1175456.0,2339309.0,63685.0,0.01779681146865263,755360.9597020932,285435.8385993444,139729.3028718866,658955.5786346131,0.46591803233070556,11840153.0,46975949.0,5800721.0,78178387.0,732113.0,168392.03376951,16320217.0,87583.59497804003,11362640.0,7237.1810598,1239251.0,17.406219712971648,3.4106185708819847,16.35862565964594,3.791374618328369,18.586708180895116,3.295754659286043,-2.1194516168695388,0.7052609940068733,-16.630866216096983,-2.616131316360648,13.298810171963993,5.027832247608277,131.5183306138502,10.66605239523648,50.1219584026948,14.349029597544583,88.38836567478448,10.393783662817203,35.39664493694996,2.728665182288248,8.31845727235143,-0.5197105799533475,205.75206459019375,15.14252861905021,113.72634196090914,8.988580168047022,153.2840929998809,14.020988491357866,-24.141307490096885,8.45588289757686,3.7390722740093363,6.629537422107057,4.82675842140452,1.240924741508409,-25.256173796979443,3.455472258030734,-42.13202007613474,1.0522286622121513,19.75239092822394,2.0912571404985147,15.471005782630499,-8.746621032036773
2023-10-01,3722052.0,1212144.0,2444724.0,65184.0,0.017512920292354864,845266.2617823685,330441.7157465004,160017.7944334881,754740.8647419589,0.471710939426546,12679035.0,51825562.0,6630406.0,85658404.0,707711.0,188145.71476283,17514038.0,99097.25431253,11992807.0,9476.72791985,1336604.0,16.917382155239103,4.012966507845572,14.13796058188379,3.121171698472769,18.834676227659486,4.5062452202765835,1.4663304380311937,2.353772473894944,-13.215358941831678,-1.5951799950109757,12.93841182460078,11.90229663388125,91.48591540263271,15.767423378929312,43.04556768650198,14.519854564939294,64.59965198566637,14.53592460751565,24.16544344109863,1.2433318081427558,9.047916015705137,7.0850604717692445,139.90525731451973,10.323608363931092,87.79519285073773,14.303135765364349,109.46059639232982,9.567883512357444,-23.919631483044245,-3.3330920226795624,7.241912657823324,11.730769295392118,3.1315678955670556,7.3149823926973445,-21.217863664197132,13.145908588676702,-36.86616010679388,5.545955869410624,30.530810713189883,30.945016319819562,10.03627250978436,7.855793539807521
2024-01-01,3830375.0,1223807.0,2540122.0,66446.0,0.01734712658682244,671396.5160089501,318133.33533431124,151930.75515482057,705505.0752216455,0.5123859829307813,11172007.0,51934234.0,6823818.0,84500918.0,699037.0,189407.09579935003,17879689.0,102299.67650479001,12377338.0,8633.020299380001,1381044.0,13.832910835653855,2.9103032413303254,11.518670021259325,0.9621794110270754,15.246361293600952,3.9021991848568582,4.756499393022118,1.9360579283259627,-7.973451066129544,-0.9466936568243378,9.141791091102537,-20.56981966922333,43.06898711198248,-3.7248264446222645,25.72814547335085,-5.053837485573476,33.83113220739118,-6.523535669046721,11.030484913388205,8.622874753272303,6.325375621848872,-11.885983436436609,54.12638033212136,0.20968803001113479,40.009786994377095,2.9170461054722763,46.65488696502136,-1.3512813056848483,-14.81453949885816,-1.2256415401201926,32.16202511612003,0.6704277257178592,22.82598518217478,2.08775954465783,24.980097185959906,3.2315952792802083,22.70971987713302,3.206346937793625,46.341771914046426,-8.902942319392382,9.415623514498495,3.3248441572821807
2024-04-01,3952169.0,1349056.0,2588350.0,14763.0,0.003735417184842045,750856.8996812437,351227.0876439371,141191.78029870952,693976.4869863105,0.48031592665984635,11814173.0,58893618.0,6154431.0,89601951.0,640864.0,200128.79851346998,19884621.0,103978.88293165996,13359223.0,10653.95979491,1698612.0,14.210409810578351,3.17968867278009,19.120049306059595,10.234375191513045,14.292539622753143,1.8986489625301362,-76.65522857730198,-77.78195828191313,-79.5598567053423,-78.4666517181029,4.401573166798101,11.835090260020698,36.173913810413595,10.402478657211201,15.54586427093334,-7.068335074862109,16.260780931833963,-1.6340900498431177,5.903207404810429,-6.258964401699362,-0.7379930564663462,5.747991385970308,44.35387129793611,13.400378640416655,15.63436621623653,-9.809567019518983,30.68193673238886,6.036659862085769,-5.061826606995512,-8.321877096634367,26.72595450413311,5.660665810259857,23.352368303339198,11.213461263224422,22.821910213374295,1.6414581983466237,18.80859178373018,7.93292548042237,50.29002867267602,23.409414381605686,25.078845653971584,22.99477786370312
